uWwMeasureID,sampleID,labID,assayMethodID,instrumentID,reporterID,analysisDate,reportDate,fractionAnalyzed,type,typeOther,unit,unitOther,index,value,qualityFlag,CF,ESV,notes,Unnamed: 19,Unnamed: 20,Unnamed: 21
8822_Sample 7C_August-11-22_covN1_2_2022-08-11,Sample 7C_August-11-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN1,,gcMl,,2.0,0.0,,,,,,,
8823_Sample 7C_August-11-22_covN2_1_2022-08-11,Sample 7C_August-11-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN2,,gcMl,,1.0,0.0,,,,,,,
8824_Sample 7C_August-11-22_covN2_2_2022-08-11,Sample 7C_August-11-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN2,,gcMl,,2.0,0.0,,,,,,,
8825_Sample 7C_August-11-22_nPMMoV_1_2022-08-11,Sample 7C_August-11-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,nPMMoV,,gcMl,,1.0,6300.614,,,,,,,
8826_Sample 7C_August-11-22_nPMMoV_2_2022-08-11,Sample 7C_August-11-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,nPMMoV,,gcMl,,2.0,6922.297,,,,,,,
8827_Sample 3C_DUP_August-10-22_covN1_1_2022-08-11,Sample 3C_DUP_August-10-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN1,,gcMl,,1.0,23.692,,,,,,,
8828_Sample 3C_DUP_August-10-22_covN1_2_2022-08-11,Sample 3C_DUP_August-10-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN1,,gcMl,,2.0,24.172,,,,,,,
8829_Sample 3C_DUP_August-10-22_covN2_1_2022-08-11,Sample 3C_DUP_August-10-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN2,,gcMl,,1.0,40.965,,,,,,,
8830_Sample 3C_DUP_August-10-22_covN2_2_2022-08-11,Sample 3C_DUP_August-10-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN2,,gcMl,,2.0,41.532,,,,,,,
8831_Sample 3C_DUP_August-10-22_nPMMoV_1_2022-08-11,Sample 3C_DUP_August-10-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,nPMMoV,,gcMl,,1.0,2268.192,,,,,,,
8832_Sample 3C_DUP_August-10-22_nPMMoV_2_2022-08-11,Sample 3C_DUP_August-10-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,nPMMoV,,gcMl,,2.0,2092.428,,,,,,,
8833_Sample 8C_DUP_August-10-22_covN1_1_2022-08-11,Sample 8C_DUP_August-10-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN1,,gcMl,,1.0,7.82,,,,,,,
8834_Sample 8C_DUP_August-10-22_covN1_2_2022-08-11,Sample 8C_DUP_August-10-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN1,,gcMl,,2.0,7.564,,,,,,,
8835_Sample 8C_DUP_August-10-22_covN2_1_2022-08-11,Sample 8C_DUP_August-10-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN2,,gcMl,,1.0,12.555,,,,,,,
8836_Sample 8C_DUP_August-10-22_covN2_2_2022-08-11,Sample 8C_DUP_August-10-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,covN2,,gcMl,,2.0,8.781,,,,,,,
8837_Sample 8C_DUP_August-10-22_nPMMoV_1_2022-08-11,Sample 8C_DUP_August-10-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,nPMMoV,,gcMl,,1.0,4687.513,,,,,,,
8838_Sample 8C_DUP_August-10-22_nPMMoV_2_2022-08-11,Sample 8C_DUP_August-10-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-11,2022-08-11,solid,nPMMoV,,gcMl,,2.0,7015.982,,,,,,,
8839_Sample 0C_Aug-16-22_covN1_1_2022-08-16,Sample 0C_Aug-16-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,16.15,,,,,,,
8840_Sample 0C_Aug-16-22_covN1_2_2022-08-16,Sample 0C_Aug-16-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,20.101,,,,,,,
8841_Sample 0C_Aug-16-22_covN2_1_2022-08-16,Sample 0C_Aug-16-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,19.743,,,,,,,
8842_Sample 0C_Aug-16-22_covN2_2_2022-08-16,Sample 0C_Aug-16-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,17.723,,,,,,,
8843_Sample 0C_Aug-16-22_nPMMoV_1_2022-08-16,Sample 0C_Aug-16-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,7310.784,,,,,,,
8844_Sample 0C_Aug-16-22_nPMMoV_2_2022-08-16,Sample 0C_Aug-16-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,8099.238,,,,,,,
8845_Sample 2C_Aug-16-22_covN1_1_2022-08-16,Sample 2C_Aug-16-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,11.934,,,,,,,
8846_Sample 2C_Aug-16-22_covN1_2_2022-08-16,Sample 2C_Aug-16-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,7.131,,,,,,,
8847_Sample 2C_Aug-16-22_covN2_1_2022-08-16,Sample 2C_Aug-16-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,8.552,,,,,,,
8848_Sample 2C_Aug-16-22_covN2_2_2022-08-16,Sample 2C_Aug-16-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,13.807,,,,,,,
8849_Sample 2C_Aug-16-22_nPMMoV_1_2022-08-16,Sample 2C_Aug-16-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,4091.753,,,,,,,
8850_Sample 2C_Aug-16-22_nPMMoV_2_2022-08-16,Sample 2C_Aug-16-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,4233.857,,,,,,,
8851_Sample 3C_Aug-12-22_covN1_1_2022-08-16,Sample 3C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,21.715,,,,,,,
8852_Sample 3C_Aug-12-22_covN1_2_2022-08-16,Sample 3C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,15.943,,,,,,,
8853_Sample 3C_Aug-12-22_covN2_1_2022-08-16,Sample 3C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,20.698,,,,,,,
8854_Sample 3C_Aug-12-22_covN2_2_2022-08-16,Sample 3C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,25.172,,,,,,,
8855_Sample 3C_Aug-12-22_nPMMoV_1_2022-08-16,Sample 3C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,3795.689,,,,,,,
8856_Sample 3C_Aug-12-22_nPMMoV_2_2022-08-16,Sample 3C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,2661.292,,,,,,,
8857_Sample 3BC_Aug-14-22_covN1_1_2022-08-16,Sample 3BC_Aug-14-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,14.758,,,,,,,
8858_Sample 3BC_Aug-14-22_covN1_2_2022-08-16,Sample 3BC_Aug-14-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,17.787,,,,,,,
8859_Sample 3BC_Aug-14-22_covN2_1_2022-08-16,Sample 3BC_Aug-14-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,26.036,,,,,,,
8860_Sample 3BC_Aug-14-22_covN2_2_2022-08-16,Sample 3BC_Aug-14-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,24.502,,,,,,,
8861_Sample 3BC_Aug-14-22_nPMMoV_1_2022-08-16,Sample 3BC_Aug-14-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,2502.0,,,,,,,
8862_Sample 3BC_Aug-14-22_nPMMoV_2_2022-08-16,Sample 3BC_Aug-14-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,2537.085,,,,,,,
8863_Sample 4C_Aug-12-22_covN1_1_2022-08-16,Sample 4C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,8.43,,,,,,,
8864_Sample 4C_Aug-12-22_covN1_2_2022-08-16,Sample 4C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,11.482,,,,,,,
8865_Sample 4C_Aug-12-22_covN2_1_2022-08-16,Sample 4C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,12.311,,,,,,,
8866_Sample 4C_Aug-12-22_covN2_2_2022-08-16,Sample 4C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,10.83,,,,,,,
8867_Sample 4C_Aug-12-22_nPMMoV_1_2022-08-16,Sample 4C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,2772.583,,,,,,,
8868_Sample 4C_Aug-12-22_nPMMoV_2_2022-08-16,Sample 4C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,2734.978,,,,,,,
8869_Sample 4BC_Aug-14-22_covN1_1_2022-08-16,Sample 4BC_Aug-14-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,13.573,,,,,,,
8870_Sample 4BC_Aug-14-22_covN1_2_2022-08-16,Sample 4BC_Aug-14-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,15.841,,,,,,,
8871_Sample 4BC_Aug-14-22_covN2_1_2022-08-16,Sample 4BC_Aug-14-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,19.743,,,,,,,
8872_Sample 4BC_Aug-14-22_covN2_2_2022-08-16,Sample 4BC_Aug-14-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,16.455,,,,,,,
8873_Sample 4BC_Aug-14-22_nPMMoV_1_2022-08-16,Sample 4BC_Aug-14-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,1672.819,,,,,,,
8874_Sample 4BC_Aug-14-22_nPMMoV_2_2022-08-16,Sample 4BC_Aug-14-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,1815.654,,,,,,,
8887_Sample 6C_Aug-12-22_covN1_1_2022-08-16,Sample 6C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,90.648,,,,,,,
8888_Sample 6C_Aug-12-22_covN1_2_2022-08-16,Sample 6C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,77.174,,,,,,,
8889_Sample 6C_Aug-12-22_covN2_1_2022-08-16,Sample 6C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,78.731,,,,,,,
8890_Sample 6C_Aug-12-22_covN2_2_2022-08-16,Sample 6C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,75.608,,,,,,,
8891_Sample 6C_Aug-12-22_nPMMoV_1_2022-08-16,Sample 6C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,2571.969,,,,,,,
8892_Sample 6C_Aug-12-22_nPMMoV_2_2022-08-16,Sample 6C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,2385.871,,,,,,,
8893_Sample 6BC_Aug-14-22_covN1_1_2022-08-16,Sample 6BC_Aug-14-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,33.424,,,,,,,
8894_Sample 6BC_Aug-14-22_covN1_2_2022-08-16,Sample 6BC_Aug-14-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,23.159,,,,,,,
8895_Sample 6BC_Aug-14-22_covN2_1_2022-08-16,Sample 6BC_Aug-14-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,38.767,,,,,,,
8896_Sample 6BC_Aug-14-22_covN2_2_2022-08-16,Sample 6BC_Aug-14-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,34.566,,,,,,,
8897_Sample 6BC_Aug-14-22_nPMMoV_1_2022-08-16,Sample 6BC_Aug-14-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,2625.196,,,,,,,
8898_Sample 6BC_Aug-14-22_nPMMoV_2_2022-08-16,Sample 6BC_Aug-14-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,2353.511,,,,,,,
8899_Sample 8C_Aug-12-22_covN1_1_2022-08-16,Sample 8C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,16.894,,,,,,,
8900_Sample 8C_Aug-12-22_covN1_2_2022-08-16,Sample 8C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,13.749,,,,,,,
8901_Sample 8C_Aug-12-22_covN2_1_2022-08-16,Sample 8C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,24.173,,,,,,,
8902_Sample 8C_Aug-12-22_covN2_2_2022-08-16,Sample 8C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,13.44,,,,,,,
8903_Sample 8C_Aug-12-22_nPMMoV_1_2022-08-16,Sample 8C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,3449.655,,,,,,,
8904_Sample 8C_Aug-12-22_nPMMoV_2_2022-08-16,Sample 8C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,4036.256,,,,,,,
8905_Sample 8BC_Aug-15-22_covN1_1_2022-08-16,Sample 8BC_Aug-15-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,2.168,,,,,,,
8906_Sample 8BC_Aug-15-22_covN1_2_2022-08-16,Sample 8BC_Aug-15-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,0.764,,,,,,,
8907_Sample 8BC_Aug-15-22_covN2_1_2022-08-16,Sample 8BC_Aug-15-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,1.775,,,,,,,
8908_Sample 8BC_Aug-15-22_covN2_2_2022-08-16,Sample 8BC_Aug-15-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,0.632,,,,,,,
8909_Sample 8BC_Aug-15-22_nPMMoV_1_2022-08-16,Sample 8BC_Aug-15-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,2485.645,,,,,,,
8910_Sample 8BC_Aug-15-22_nPMMoV_2_2022-08-16,Sample 8BC_Aug-15-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,4441.131,,,,,,,
8911_Sample 7C_Aug-16-22_covN1_1_2022-08-16,Sample 7C_Aug-16-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,0.0,,,,,,,
8912_Sample 7C_Aug-16-22_covN1_2_2022-08-16,Sample 7C_Aug-16-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,0.0,,,,,,,
8913_Sample 7C_Aug-16-22_covN2_1_2022-08-16,Sample 7C_Aug-16-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,0.0,,,,,,,
8914_Sample 7C_Aug-16-22_covN2_2_2022-08-16,Sample 7C_Aug-16-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,0.0,,,,,,,
8915_Sample 7C_Aug-16-22_nPMMoV_1_2022-08-16,Sample 7C_Aug-16-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,800.187,,,,,,,
8916_Sample 7C_Aug-16-22_nPMMoV_2_2022-08-16,Sample 7C_Aug-16-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,1317.23,,,,,,,
8917_Sample 0C_Aug-12-22_covN1_1_2022-08-16,Sample 0C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,7.412,,,,,,,
8918_Sample 0C_Aug-12-22_covN1_2_2022-08-16,Sample 0C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,6.229,,,,,,,
8919_Sample 0C_Aug-12-22_covN2_1_2022-08-16,Sample 0C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,6.228,,,,,,,
8920_Sample 0C_Aug-12-22_covN2_2_2022-08-16,Sample 0C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,2.771,,,,,,,
8921_Sample 0C_Aug-12-22_nPMMoV_1_2022-08-16,Sample 0C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,3521.046,,,,,,,
8922_Sample 0C_Aug-12-22_nPMMoV_2_2022-08-16,Sample 0C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,3874.241,,,,,,,
8923_Sample 2C_Aug-12-22_covN1_1_2022-08-16,Sample 2C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,3.698,,,,,,,
8924_Sample 2C_Aug-12-22_covN1_2_2022-08-16,Sample 2C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,3.746,,,,,,,
8925_Sample 2C_Aug-12-22_covN2_1_2022-08-16,Sample 2C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,1.541,,,,,,,
8926_Sample 2C_Aug-12-22_covN2_2_2022-08-16,Sample 2C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,2.556,,,,,,,
8927_Sample 2C_Aug-12-22_nPMMoV_1_2022-08-16,Sample 2C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,3050.7,,,,,,,
8928_Sample 2C_Aug-12-22_nPMMoV_2_2022-08-16,Sample 2C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,2451.931,,,,,,,
8929_Sample 7C_Aug-12-22_covN1_1_2022-08-16,Sample 7C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,1.0,0.0,,,,,,,
8930_Sample 7C_Aug-12-22_covN1_2_2022-08-16,Sample 7C_Aug-12-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN1,,gcMl,,2.0,0.0,,,,,,,
8931_Sample 7C_Aug-12-22_covN2_1_2022-08-16,Sample 7C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,1.0,0.0,,,,,,,
8932_Sample 7C_Aug-12-22_covN2_2_2022-08-16,Sample 7C_Aug-12-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,covN2,,gcMl,,2.0,0.0,,,,,,,
8933_Sample 7C_Aug-12-22_nPMMoV_1_2022-08-16,Sample 7C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,1.0,444.807,,,,,,,
8934_Sample 7C_Aug-12-22_nPMMoV_2_2022-08-16,Sample 7C_Aug-12-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-16,2022-08-16,solid,nPMMoV,,gcMl,,2.0,499.554,,,,,,,
8935_Sample 0C_August-18-22_covN1_1_2022-08-18,Sample 0C_August-18-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-18,2022-08-18,solid,covN1,,gcMl,,1.0,0.566,,,,,,,
8936_Sample 0C_August-18-22_covN1_2_2022-08-18,Sample 0C_August-18-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2022-08-18,2022-08-18,solid,covN1,,gcMl,,2.0,0.378,,,,,,,
8937_Sample 0C_August-18-22_covN2_1_2022-08-18,Sample 0C_August-18-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-18,2022-08-18,solid,covN2,,gcMl,,1.0,0.666,,,,,,,
8938_Sample 0C_August-18-22_covN2_2_2022-08-18,Sample 0C_August-18-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2022-08-18,2022-08-18,solid,covN2,,gcMl,,2.0,0.662,,,,,,,
8939_Sample 0C_August-18-22_nPMMoV_1_2022-08-18,Sample 0C_August-18-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2022-08-18,2022-08-18,solid,nPMMoV,,gcMl,,1.0,3083.871,,,,,,,
